Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
10001,IS45 Educational Campus,HOSP-SB,School Based Hospital Extension Clinic,12/01/2016,2351 1st Avenue,,Manhattan,New York,10035,2122418015,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.799306,-73.933101,"(40.799306, -73.933101)"
13627,Mavencare (Ny) Inc.,LHCSA,Licensed Home Care Services Agency,12/18/2017,16 West 22nd Street,Suite 206,New York,New York,10010,6468872333,8882208249,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2667L001,Mavencare (Ny) Inc.,16 West 22nd Street,Suite 206,New York,New York,10010,,,,,New York,,Business Corporation,40.741281,-73.991273,"(40.741281, -73.991273)"
10313,HSS West Side Outpatient Center,HOSP-EC,Hospital Extension Clinic,07/25/2019,600-610 West 58th Street,,New York,New York,10019,2127747026,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Hospital for Special Surgery,1447,7002012H,NY Society for the Relief of The Ruptured & Crippled,535 East 70th St,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.771095,-73.991389,"(40.771095, -73.991389)"
4533,St Marys Center Inc,NH,Residential Health Care Facility - SNF,08/25/1992,516 West 126th Street,,New York,New York,10027,2126621826,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002349N,St Marys Center Inc,516 West 126th Street,,Ny,New York,10027,,,,,New York,,Not for Profit Corporation,40.81459,-73.956184,"(40.81459, -73.956184)"
1503,Betances Health Center,DTC,Diagnostic and Treatment Center,01/01/1901,280 Henry Street,,New York,New York,10002,2122278401,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002208R,Betances Health Center,280 Henry Street,,New York,New York,10002,,,,,New York,,Not for Profit Corporation,40.713905,-73.983505,"(40.713905, -73.983505)"
10078,HSS ASC of Manhattan,DTC,Diagnostic and Treatment Center,09/13/2017,1233 Second Avenue,,New York,New York,10065,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002809R,"Hospital for Special Surgery Ambulatory Surgery Center of Manhattan, LLC",1233 Second Avenue,,New York,New York,10065,,,,,New York,,LLC,40.764156,-73.961861,"(40.764156, -73.961861)"
3723,CitiCARES Community Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,04/07/1999,154 West 127th Street,,New York,New York,10027,2127493507,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Urban Health Plan,1205,7000225R,Urban Health Plan Inc,1070 Southern Boulevard,,Bronx,New York,10459,,,,,New York,,Not for Profit Corporation,40.809789,-73.946765,"(40.809789, -73.946765)"
10137,Weill Cornell Imaging at New York Presbyterian,DTC-EC,Diagnostic and Treatment Center Extension Clinic,04/10/2018,"1283 York Avenue, 7th Floor",,New York,New York,10065,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Weill Cornell Imaging at New York Presbyterian,8533,7002188R,Weill Cornell Imaging at New York Presbyterian,"520 East 70th Street, Level J-0",,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.764794,-73.955346,"(40.764794, -73.955346)"
5620,Central Harlem Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/28/1994,2238 Fifth Avenue,,New York,New York,10035,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York City Department of Health and Mental Hygiene,1339,7002112R,City of New York,250 Church Street,,New York,New York,10013,,,,,New York,,Municipality,40.813541,-73.937134,"(40.813541, -73.937134)"
13472,A Better Care Option,LHCSA,Licensed Home Care Services Agency,09/01/2016,750 Lexington Avenue,"7th Floor, Suite 07-143",New York,New York,10022,2127516315,3477723460,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2388L001,Paraklete H.H.C. Llc,750 Lexington Avenue,"7th Floor, Suite 07-143",New York,New York,10022,,,,,New York,,LLC,,,
1796,HHC Health and Home Care,CHHA,Certified Home Health Agency,02/19/2002,"50 Water Street, 6th Floor",Room 658,New York,New York,10004,6464586100,3476718419,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002654,New York City Health and Hospital Corporation,125 Worth Street,,New York,New York,10013,,,,,New York,,Municipality,,,
10413,Gramercy Park DDC - Bennett Avenue,DTC-EC,Diagnostic and Treatment Center Extension Clinic,04/08/2020,2 Bennett Avenue,,New York,New York,10033,2129793237,,https://www.gpddc.com/,7093,New York,5,Metropolitan Area Regional Office - New York City,Gramercy Park Digestive Disease Center,8577,7002189R,"GPDDC, LLC","227 E. 19th Street, 2nd Flr, D Bldg",,New York,New York,10003,,,,,New York,,LLC,40.850783,-73.936848,"(40.850783, -73.936848)"
4619,Julia Richman High School,HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,317 E 67th Street,,New York,New York,10021,2122417005,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.76569,-73.960709,"(40.76569, -73.960709)"
13236,"Gotham Per Diem, Inc.",LHCSA,Licensed Home Care Services Agency,03/07/2014,90 Broad Street,Suite 1201,New York,New York,10004,2124773600,2124770795,WWW.GOTHAMCOMPANIES.COM,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1999L001,"Gotham Per Diem, Inc.",75 Maiden Lane,7th Floor,New York,New York,10038-4619,,,,,New York,,Business Corporation,,,
510,Heritage Health Care,DTC,Diagnostic and Treatment Center,05/08/1980,1727 Amsterdam Ave,,New York,New York,10031,2128620054,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002113R,Heritage Health and Housing Inc,1727 Amsterdam Avenue,,New York,New York,10031,,,,,New York,,Not for Profit Corporation,40.825588,-73.947258,"(40.825588, -73.947258)"
9912,Harlem Children's Zone Promise Academy 2,,School Based Diagnostic and Treatment Center Extension Clinic,08/26/2015,35 E. 125th Street,,New York,New York,10035,2126330800,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Family Health Center of Harlem,9375,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,40.806142,-73.940864,"(40.806142, -73.940864)"
438,The Children's Aid Society,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/26/1980,14-32 West 118th Street,,New York,New York,10026,2129494379,,,7093,New York,5,Metropolitan Area Regional Office - New York City,The Children's Aid Society,6447,7002233R,The Childrens Aid Society,356 East 88 Street,,New York,New York,10028,,,,,New York,,Not for Profit Corporation,40.802593,-73.947128,"(40.802593, -73.947128)"
2681,Harlem Clinics #1 #3 #6 #7,HOSP-EC,Hospital Extension Clinic,01/01/1901,103 East 125th Street,,New York,New York,10035,2124202873,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Beth Israel,1439,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.804955,-73.938629,"(40.804955, -73.938629)"
9973,PS 28,HOSP-SB,School Based Hospital Extension Clinic,08/05/2016,475 West 155th Street,,Manhattan,New York,10032,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.831286,-73.942145,"(40.831286, -73.942145)"
13286,Renewal Memory Partners,LHCSA,Licensed Home Care Services Agency,04/07/2014,1350 Avenue of Americas,2nd Floor,New York,New York,10019,2124989600,2124989600,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2084L001,Renewal Care Partners Llc,1350 Avenue of Americas,2nd Floor,New York,New York,10019,,,,,New York,,LLC,,,
4643,Odyssey House Mabon Clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/17/1992,Mabon Bldg #13,,Wards Island,New York,10035,2127801600,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Odyssey House of New York Inc,4641,7002141R,Odyssey House of New York Inc,666 Broadway  Tenth Floor,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.786468,-73.939314,"(40.786468, -73.939314)"
10428,HSS Hudson Yards,HOSP-EC,Hospital Extension Clinic,02/24/2020,"532-560 West 33rd Street, 8th Floor",,New York,New York,10001,2127742950,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Hospital for Special Surgery,1447,7002012H,NY Society for the Relief of The Ruptured & Crippled,535 East 70th St,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.754429,-74.001051,"(40.754429, -74.001051)"
9317,NYU Langone-Endoscopy Center-Upper East Side,HOSP-EC,Hospital Extension Clinic,03/27/2012,207 East 84th Street,,New York,New York,10028,6467543300,9178292071,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.777412,-73.954582,"(40.777412, -73.954582)"
8529,NYU Mobile Dental Equip Sch Prog,,School Based Diagnostic and Treatment Center Extension Clinic,09/21/2006,345 East 24th Street,,New York,New York,10010,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York University Dental Center,3454,7002139R,New York University Dental Center,345 East 24th Street,,Ny,New York,10010,,,,,New York,,Not for Profit Corporation,40.737877,-73.978661,"(40.737877, -73.978661)"
15583,Mobile Medical Unit Mom/Baby Bus,,Mobile Hospital Extension Clinic,01/26/2024,525 East 68th Street,,New York,New York,10065,3479312088,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,,,
3382,Lower Manhattan Dialysis Center Inc,DTC,Diagnostic and Treatment Center,08/12/1985,323 East 34th Street,,New York,New York,10016,2128891082,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002124R,Lower Manhattan Dialysis Center Inc,187 Third Avenue,,New York,New York,10003,,,,,New York,,Business Corporation,40.74432,-73.974632,"(40.74432, -73.974632)"
7288,Chelsea Center for Special Studies,HOSP-EC,Hospital Extension Clinic,01/01/1998,53 West 23rd Street,,New York,New York,10011,2125441860,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.7425,-73.991699,"(40.7425, -73.991699)"
9713,Rogosin West Side,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/31/2014,619 West 54th Street,,New York,New York,10019,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Rogosin Kidney Center,3136,7002122R,The Rogosin Institute Inc,505 East 70th Street 2nd Floor,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.769203,-73.994598,"(40.769203, -73.994598)"
9311,Project Renewal Inc Mobile Medical Van (Care Van),,Mobile Diagnostic and Treatment Center Extension Clinic,02/22/2012,8 East Third Street,,New York,New York,10003,2126203040,2126339044,,7093,New York,5,Metropolitan Area Regional Office - New York City,Project Renewal,7676,7002161R,Project Renewal Inc,200 Varick Street,,New York,New York,10014,,,,,New York,,Not for Profit Corporation,40.726082,-73.991211,"(40.726082, -73.991211)"
8587,"Inwood Diagnostic and Treatment Center, Inc.",DTC,Diagnostic and Treatment Center,05/23/2008,"47 Sickles Street, 1a",,New York,New York,10040,2125676200,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001290R,"Inwood Diagnostic and Treatment Center, Inc.",47 Sickles Street,,New York,New York,10040,,,,,New York,,Business Corporation,40.862072,-73.928177,"(40.862072, -73.928177)"
1571,Mary Manning Walsh Nursing Home Co Inc,NH,Residential Health Care Facility - SNF,01/01/1901,1339 York Avenue,,New York,New York,10021,2126282800,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002305N,Mary Manning Walsh Nursing Home Company Inc,1339 York Avenue,,New York,New York,10021,Catholic Health Care System,"205 Lexington Avenue, 3rd Floor",,New York,New York,10016,Not for Profit Corporation,40.766533,-73.954063,"(40.766533, -73.954063)"
13959,NYU Langone Inflammatory Bowel Disease Center,HOSP-EC,Hospital Extension Clinic,11/23/2020,305 East 33rd Street,,New York,New York,10016,2122635663,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.744038,-73.97567,"(40.744038, -73.97567)"
6807,Washington Irving High School,,School Based Diagnostic and Treatment Center Extension Clinic,07/01/2004,40 Irving Place,,New York,New York,10003,2126630800,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Family Health Center of Harlem,9375,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,40.735603,-73.987511,"(40.735603, -73.987511)"
14864,Inspir Carnegie Hill,EHP,Enriched Housing Program,02/26/2021,1802 2nd Avenue,,New York,New York,10128,6469789040,3323221227,www.inspirseniorliving.com/carnegie-hill#http://www.inspirseniorliving.com/carne,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-S-397,"Inspir Carnegie Hill, LLC",One Gorham Island,,Westport,New York,6880,,,,,New York,,LLC,40.782372,-73.948109,"(40.782372, -73.948109)"
1453,Memorial Hospital for Cancer and Allied Diseases,HOSP,Hospital,01/01/1901,1275 York Avenue,,New York,New York,10065,2126392000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.764386,-73.956812,"(40.764386, -73.956812)"
15368,7 Day Home Care LTD.,LHCSA,Licensed Home Care Services Agency,06/15/2022,100 Park Avenue,Suite 1655,New York,New York,10017,2128806400,2128806401,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2151L002,7 Day Home Care Ltd.,1979 Marcus Avenue,Suite E102,Lake Success,New York,11042,,,,,New York,,Business Corporation,,,
4690,Intermediate School 164 Edward W. Stitt,HOSP-SB,School Based Hospital Extension Clinic,01/01/2003,401 West 164th Street,,New York,New York,10032,2127400130,,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.836563,-73.937088,"(40.836563, -73.937088)"
14854,NY Found-Sr Citizens EHP#2 Brown Gardens,EHP,Enriched Housing Program,06/10/1985,225 East 93rd Street,,New York,New York,10128,2123695523,2124104462,www.nyfsc.org#http://www.nyfsc.org#,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-S-272,"New York Foundation for Senior Citizens, Inc.","11 Park Place, 14th Floor",,New York,New York,10007-2801,,,,,New York,,Not for Profit Corporation,40.782966,-73.949447,"(40.782966, -73.949447)"
4569,Louis Brandeis High School,HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,145 West 84th Street,,New York,New York,10024,2125234295,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.785164,-73.972977,"(40.785164, -73.972977)"
9882,Josie Robertson Surgery Center,HOSP-EC,Hospital Extension Clinic,12/14/2015,1133 York Avenue,,New York,New York,10065,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.760189,-73.958713,"(40.760189, -73.958713)"
13562,Infinicare Inc.,LHCSA,Licensed Home Care Services Agency,08/24/2016,90 Bowery Street,Suite 305,New York,New York,10013,2125292836,2125292780,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2558L001,Infinicare Inc.,90 Bowery Street,Suite 305,New York,New York,10013,,,,,New York,,Business Corporation,40.717492,-73.995667,"(40.717492, -73.995667)"
9274,"Manhattan Endoscopy Center, LLC",DTC,Diagnostic and Treatment Center,12/05/2011,535 5th Avenue,,New York,New York,10017,2126822828,2125571307,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002800R,"Manhattan Endoscopy Center, LLC",535 5th Avenue,,New York,New York,10017,,,,,New York,,LLC,40.754951,-73.979721,"(40.754951, -73.979721)"
13568,Carepark Home Care Llc,LHCSA,Licensed Home Care Services Agency,05/31/2018,1916 Park Avenue,Suite 101,New York,New York,10037,7187656900,6468580200,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2570L001,Carepark Home Care Llc,1916 Park Avenue,Suite 101,New York,New York,10037,,,,,New York,,LLC,40.808653,-73.936848,"(40.808653, -73.936848)"
13561,Allure Home Care,LHCSA,Licensed Home Care Services Agency,03/29/2018,142 West 57th Street,Suite 1112,New York,New York,10019,6467661172,8458455058,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2553L001,"Mdb Home Care, Llc",142 West 57th Street,Suite 1112,New York,New York,10019,,,,,New York,,LLC,,,
6029,Farrell Community Health Center,HOSP-EC,Hospital Extension Clinic,12/31/2002,610 West 158th Street,,New York,New York,10032,2125441867,2127467902,,7093,New York,5,Metropolitan Area Regional Office - New York City,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,40.834972,-73.945274,"(40.834972, -73.945274)"
12645,"First Step Registered Nursing, P.C.",LHCSA,Licensed Home Care Services Agency,11/18/2003,65 East 76th Street,Unit 1d,New York,New York,10021,2125327620,2125327621,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,0831L001,"First Step Registered Nursing, P.C.",65 East 76th Street,Unit 1d,New York,New York,10021,,,,,New York,,Business Corporation,40.774108,-73.962327,"(40.774108, -73.962327)"
9604,P.S. 124,HOSP-SB,School Based Hospital Extension Clinic,01/28/2010,40 Division Street,,New York,New York,10002,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.714252,-73.995476,"(40.714252, -73.995476)"
7066,START Treatment & Recovery Centers,DTC-EC,Diagnostic and Treatment Center Extension Clinic,02/19/1997,2406 Amsterdam Avenue,,New York,New York,10033,,,,7093,New York,5,Metropolitan Area Regional Office - New York City,START Treatment & Recovery Centers,2914,7001214R,"START Treatment & Recovery Centers, Inc.",22 Chapel Street,,Brooklyn,New York,11201,,,,,New York,,Not for Profit Corporation,,,
8533,Weill Cornell Imaging at New York Presbyterian,DTC,Diagnostic and Treatment Center,12/13/2007,"520 East 70th Street, Level J-0",,New York,New York,10021,2127462520,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002188R,Weill Cornell Imaging at New York Presbyterian,"520 East 70th Street, Level J-0",,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.765354,-73.954422,"(40.765354, -73.954422)"
2686,Beth Israel Med Center 8 & 8-D,HOSP-EC,Hospital Extension Clinic,01/01/1901,140 West 125th Street,,New York,New York,10027,2124202873,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Beth Israel,1439,7002002H,Beth Israel Medical Center Inc,10 Nathan Perlman Place,,New York,New York,10003,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.80822,-73.946678,"(40.80822, -73.946678)"
1543,Planned Parenthood Margaret Sanger Center,DTC,Diagnostic and Treatment Center,09/27/1979,26 Bleecker Street,,New York,New York,10012,2129656914,2129656996,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002273R,"Planned Parenthood of Greater New York, Inc.",26 Bleeker Street,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.725521,-73.993538,"(40.725521, -73.993538)"
13407,A Plus Homecare Agency Inc.,LHCSA,Licensed Home Care Services Agency,11/28/2016,285 Grand Street,Suite 202,New York,New York,10002,3477162588,3473435578,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2272L001,A Plus Homecare Agency Inc.,285 Grand Street,Suite 202,New York,New York,10002,,,,,New York,,Business Corporation,,,
6177,NYU Langone Occupational and Industrial Orthopaedic Center (OIOC),HOSP-EC,Hospital Extension Clinic,01/01/2006,63 Downing St,,New York,New York,10014,2122556690,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.72916,-74.004402,"(40.72916, -74.004402)"
13312,"Cl Healthcare, Inc.",LHCSA,Licensed Home Care Services Agency,04/24/2013,1920 Amsterdam Avenue,,New York,New York,10032,6466855000,6466855085,http://www.centerlight.org/,7093,New York,5,Metropolitan Area Regional Office - New York City,,,2112L009,"Cl Healthcare, Inc.",1250 Waters Place,Tower 1 Suite 602,Bronx,New York,10461,,,,,New York,,Not for Profit Corporation,40.83201,-73.942938,"(40.83201, -73.942938)"
15246,Sunrise at East 56th,EHP,Enriched Housing Program,12/02/2021,139 East 56th Street,,New York,New York,10022,2124791200,2123715032,www.sunriseseniorliving.com/communities/sunrise-at-east-56/welcome.aspx,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-S-399,GWC-East 56th Street Inc.,139 East 56th Street,,New York,New York,10022,,,,,New York,,Business Corporation,,,
1603,"The New Jewish Home, Manhattan",NH,Residential Health Care Facility - SNF,01/01/1901,120 West 106th Street,,New York,New York,10025,2128705000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002340N,"Jewish Home Lifecare, Manhattan",120 West 106th Street,,New York,New York,10025,,,,,New York,,Not for Profit Corporation,40.799557,-73.963753,"(40.799557, -73.963753)"
14860,Carnegie East House,EHP,Enriched Housing Program,12/16/2002,1844 Second Avenue,,New York,New York,10128,2123602275,2124105180,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-S-387,"Carnegie East House Housing Development Fund Company, Inc.",1844 Second Avenue,,New York,New York,10128-3862,,,,,New York,,Not for Profit Corporation,40.783669,-73.947143,"(40.783669, -73.947143)"
5550,NYU Langone Harkness Center for Dance Injuries,HOSP-EC,Hospital Extension Clinic,01/01/2006,614 Second Avenue,,New York,New York,10016,2125986054,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.744606,-73.975945,"(40.744606, -73.975945)"
1213,Covenant House,DTC,Diagnostic and Treatment Center,11/13/1980,460 West 41st Street,,New York,New York,10036,2126130379,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002116R,Covenant House,460 West 41st Street,,New York,New York,10036,,,,,New York,,Not for Profit Corporation,40.758739,-73.995537,"(40.758739, -73.995537)"
1446,NYU Langone Orthopedic Hospital,HOSP,Hospital,02/01/1980,301 East 17th Street,,New York,New York,10003,2125986000,,,7093,New York,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.734127,-73.98307,"(40.734127, -73.98307)"
13112,"Lh Wellbeing Care, Inc.",LHCSA,Licensed Home Care Services Agency,10/18/2013,53 Elizabeth Street,Suite 4c,New York,New York,10013,2122199265,2122199264,www.lh-wellbeing.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1809L001,"Lh Wellbeing Care, Inc.",53 Elizabeth Street,Suite 4c,New York,New York,10013,,,,,New York,,Business Corporation,40.717304,-73.996788,"(40.717304, -73.996788)"
12750,"Premier Home Health Care Services, Inc.",LHCSA,Licensed Home Care Services Agency,03/15/2002,5 Bryant Park 5th Avenue,Suite B,New York,New York,10018,7188284700,7188288828,www.premierhomehealthcare.com,7093,New York,5,Metropolitan Area Regional Office - New York City,,,1086L003,"Premier Home Health Care Services, Inc.",1430 Broadway,Suite 1615,New York,New York,10018,,,,,New York,,Business Corporation,,,
15229,Fifth Avenue Surgery Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/20/2021,305 East 47th Street,,New York,New York,10017,2127726667,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Fifth Avenue Surgery Center,4295,7002195R,"Fifth Avenue Surgery Center, LLC",1049 Fifth Avenue,,New York,New York,10028,,,,,New York,,LLC,,,
4622,JHS 117 (Alternative Education Complex),HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,240 East 109th Street,,New York,New York,10029,2122417005,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,Not for Profit Corporation,40.792706,-73.941544,"(40.792706, -73.941544)"
6653,Morris Heights Health Center Mobile Van,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/15/2004,3875 Ninth Avenue,,New York,New York,10034,7187164400,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Morris Heights Health Center,1307,7000236R,Morris Heights Health Center Inc,70 West Burnside Ave,,Bronx,New York,10453,,,,,New York,,Not for Profit Corporation,40.863728,-73.916962,"(40.863728, -73.916962)"
15269,The Bristal at York Avenue,AH,Adult Home,03/28/2022,1622-1632 York Avenue,,New York,New York,10028,6463706446,6463706611,https://thebristal.com/find-a-community/manhattan-ny/york-avenue/,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-F-383,York Avenue Senior Care LLC,"300 Jericho Turnpike, Suite 100",,Jericho,New York,11753,,,,,New York,,LLC,,,
3931,Amsterdam Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/01/2006,690 Amsterdam Avenue,,New York,New York,10025,2128654104,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Family Health Center of Harlem,9375,7002137R,"Institute for Family Health, Inc.",16 East 16th Street,,New York,New York,10003,,,,,New York,,Not for Profit Corporation,40.792492,-73.971588,"(40.792492, -73.971588)"
10422,Metro Community Health Center - NYU Dental School,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/03/2020,"335 East 24th Street, Suite 1B",,New York,New York,10010,7186657565,,,7093,New York,5,Metropolitan Area Regional Office - New York City,Metro Community Health Center Bronx,4506,7000285R,"Metro Community Health Centers, Inc.",979 Cross Bronx Expressway,,Bronx,New York,10460,,,,,New York,,Not for Profit Corporation,40.73803,-73.978391,"(40.73803, -73.978391)"
14852,The 80th Street Residence,AH,Adult Home,04/17/2000,430 East 80th Street,,New York,New York,10075,2127178888,2125853544,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,420-F-379,"Upper East Side Senior Residence, LLC",430 East 80th Street,,New York,New York,10021-1004,,,,,New York,,LLC,40.772161,-73.95069,"(40.772161, -73.95069)"
